question,label
6월 29일 베스트셀러 좀,B-DATE E-DATE O O
10월 17일 베스트셀러 부탁 해,B-DATE E-DATE O O O
9월 23일 베스트셀러 부탁 해,B-DATE E-DATE O O O
3월 11일 베스트셀러 알려주세요,B-DATE E-DATE O O
10월 29일 베스트셀러 알려줘,B-DATE E-DATE O O
9월 2일 베스트셀러 좀,B-DATE E-DATE O O
7월 21일 베스트셀러 말해 줘봐 ㅋㅋㅋ,B-DATE E-DATE O O O O
2월 7일 베스트셀러 알려주셈,B-DATE E-DATE O O
11월 25일 베스트셀러 궁금해,B-DATE E-DATE O O
8월 17일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
4월 11일 베스트셀러 뭐냐고,B-DATE E-DATE O O
11월 5일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
8월 13일 베스트셀러 궁금해,B-DATE E-DATE O O
11월 4일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
4월 1일 베스트셀러 알려줭,B-DATE E-DATE O O
9월 14일 베스트셀러 부탁 해,B-DATE E-DATE O O O
이번 주 베스트셀러 뭐야,B-DATE E-DATE O O
1월 9일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
12월 12일 베스트셀러 알려줭,B-DATE E-DATE O O
1월 27일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
12월 15일 베스트셀러 궁금하다,B-DATE E-DATE O O
6월 베스트셀러 부탁 합니다,S-DATE O O O
4월 16일 베스트셀러 뭐야,B-DATE E-DATE O O
2월 16일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
10월 21일 베스트셀러 궁금해,B-DATE E-DATE O O
4월 21일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
8월 9일 베스트셀러 알려주라,B-DATE E-DATE O O
6월 3일 베스트셀러 알려주셈,B-DATE E-DATE O O
8월 25일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
11월 25일 베스트셀러 알려주겠니,B-DATE E-DATE O O
5월 3일 베스트셀러 알려줄래,B-DATE E-DATE O O
4월 31일 베스트셀러 말해 줘,B-DATE E-DATE O O O
11월 4일 베스트셀러 뭐임,B-DATE E-DATE O O
9월 15일 베스트셀러 뭐야,B-DATE E-DATE O O
5월 12일 베스트셀러 알아봐줘,B-DATE E-DATE O O
10월 16일 베스트셀러 좀,B-DATE E-DATE O O
6월 3일 베스트셀러 알려줄래 ㅎㅎㅎ,B-DATE E-DATE O O O
5월 2일 베스트셀러 알려주세요,B-DATE E-DATE O O
1월 8일 베스트셀러 알려주겠니 ㅎㅎ,B-DATE E-DATE O O O
1월 26일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
9월 10일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
1월 12일 베스트셀러 부탁 해,B-DATE E-DATE O O O
7월 24일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
12월 27일 베스트셀러 좀,B-DATE E-DATE O O
12월 30일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
3월 1일 베스트셀러 ㅋㅋ 뭐야,B-DATE E-DATE O O O
6월 9일 베스트셀러 알려주라,B-DATE E-DATE O O
12월 30일 베스트셀러 좀,B-DATE E-DATE O O
2월 11일 베스트셀러 궁금해,B-DATE E-DATE O O
2월 26일 베스트셀러 ㅋㅋㅋㅋ 알려줄 수 있니,B-DATE E-DATE O O O O O
2월 31일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
8월 12일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
3월 2일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
3월 13일 베스트셀러 좀,B-DATE E-DATE O O
4월 10일 베스트셀러 알려주셈,B-DATE E-DATE O O
1월 23일 베스트셀러 알려주라,B-DATE E-DATE O O
11월 5일 베스트셀러 알려줄래,B-DATE E-DATE O O
1월 30일 베스트셀러 알려줭,B-DATE E-DATE O O
7월 3일 베스트셀러 알려주세요,B-DATE E-DATE O O
12월 8일 베스트셀러 ㅎㅎ 알려주셈,B-DATE E-DATE O O O
9월 14일 베스트셀러 뭐야,B-DATE E-DATE O O
1월 8일 베스트셀러 ㅋㅋㅋ 말해 줘주세요,B-DATE E-DATE O O O O
3월 15일 베스트셀러 뭐임,B-DATE E-DATE O O
5월 24일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
12월 4일 베스트셀러 좀,B-DATE E-DATE O O
7월 2일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
10월 31일 베스트셀러 알려주라,B-DATE E-DATE O O
11월 27일 베스트셀러 궁금해,B-DATE E-DATE O O
4월 베스트셀러 알려줘,S-DATE O O
5월 13일 베스트셀러 알려주겠니,B-DATE E-DATE O O
12월 10일 베스트셀러 좀,B-DATE E-DATE O O
5월 26일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
9월 16일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
8월 29일 베스트셀러 좀,B-DATE E-DATE O O
2월 4일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
6월 5일 베스트셀러 알려줭,B-DATE E-DATE O O
12월 24일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
3월 16일 베스트셀러 알려줭,B-DATE E-DATE O O
8월 4일 베스트셀러 부탁 해,B-DATE E-DATE O O O
1월 28일 베스트셀러 궁금하다,B-DATE E-DATE O O
10월 2일 베스트셀러 궁금하다,B-DATE E-DATE O O
9월 18일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
9월 5일 베스트셀러 궁금해,B-DATE E-DATE O O
6월 4일 베스트셀러 궁금하다,B-DATE E-DATE O O
5월 23일 베스트셀러 부탁 해,B-DATE E-DATE O O O
5월 11일 베스트셀러 ㅋㅋㅋㅋ 궁금함,B-DATE E-DATE O O O
12월 2일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 24일 베스트셀러 ㅋㅋㅋ 알려줭,B-DATE E-DATE O O O
2월 7일 베스트셀러 알려주세요,B-DATE E-DATE O O
11월 15일 베스트셀러 말해 줘,B-DATE E-DATE O O O
3월 3일 베스트셀러 궁금하다,B-DATE E-DATE O O
6월 26일 베스트셀러 궁금해,B-DATE E-DATE O O
7월 13일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
10월 17일 베스트셀러 알려주세요,B-DATE E-DATE O O
2월 16일 베스트셀러 뭐냐고,B-DATE E-DATE O O
9월 23일 베스트셀러 뭐냐고,B-DATE E-DATE O O
7월 16일 베스트셀러 알아봐줘,B-DATE E-DATE O O
3월 12일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
9월 27일 베스트셀러 알려주라,B-DATE E-DATE O O
11월 14일 베스트셀러 알려줭,B-DATE E-DATE O O
7월 1일 베스트셀러 알려줘,B-DATE E-DATE O O
2월 10일 베스트셀러 알려줘,B-DATE E-DATE O O
1월 31일 베스트셀러 부탁 해,B-DATE E-DATE O O O
5월 20일 베스트셀러 ㅋㅋㅋㅋ 알려주겠니,B-DATE E-DATE O O O
9월 13일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
3월 11일 베스트셀러 뭐임,B-DATE E-DATE O O
4월 27일 베스트셀러 알려주라,B-DATE E-DATE O O
10월 29일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
5월 31일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
5월 12일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
1월 1일 베스트셀러 알려주세요,B-DATE E-DATE O O
3월 2일 베스트셀러 뭐임,B-DATE E-DATE O O
8월 20일 베스트셀러 좀,B-DATE E-DATE O O
6월 26일 베스트셀러 알려줄래,B-DATE E-DATE O O
8월 2일 베스트셀러 뭐임,B-DATE E-DATE O O
12월 7일 베스트셀러 좀,B-DATE E-DATE O O
11월 31일 베스트셀러 궁금함,B-DATE E-DATE O O
5월 30일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
10월 30일 베스트셀러 알려줄래,B-DATE E-DATE O O
2월 16일 베스트셀러 알아봐줘,B-DATE E-DATE O O
12월 30일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
9월 24일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
8월 31일 베스트셀러 알려주세요,B-DATE E-DATE O O
5월 4일 베스트셀러 알려줘,B-DATE E-DATE O O
2월 6일 베스트셀러 궁금함,B-DATE E-DATE O O
4월 베스트셀러 말해 줄 수 있니,S-DATE O O O O O
10월 27일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
2월 8일 베스트셀러 뭐임,B-DATE E-DATE O O
8월 5일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
3월 5일 베스트셀러 ㅎㅎㅎ 알려주세요,B-DATE E-DATE O O O
3월 27일 베스트셀러 부탁 해,B-DATE E-DATE O O O
12월 2일 베스트셀러 알려줄래,B-DATE E-DATE O O
7월 6일 베스트셀러 궁금해,B-DATE E-DATE O O
10월 10일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
10월 23일 베스트셀러 궁금해,B-DATE E-DATE O O
12월 21일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
6월 12일 베스트셀러 부탁 해,B-DATE E-DATE O O O
10월 2일 베스트셀러 뭐냐고,B-DATE E-DATE O O
10월 24일 베스트셀러 알려주세요,B-DATE E-DATE O O
3월 16일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
4월 14일 베스트셀러 알아봐줘,B-DATE E-DATE O O
12월 3일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
10월 22일 베스트셀러 뭐임,B-DATE E-DATE O O
2월 6일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
3월 10일 베스트셀러 좀 ㅎㅎㅎㅎ,B-DATE E-DATE O O O
6월 30일 베스트셀러 궁금함,B-DATE E-DATE O O
11월 18일 베스트셀러 말해 줘,B-DATE E-DATE O O O
8월 2일 베스트셀러 말해 줘,B-DATE E-DATE O O O
8월 14일 베스트셀러 궁금함,B-DATE E-DATE O O
7월 23일 베스트셀러 부탁 해,B-DATE E-DATE O O O
4월 15일 베스트셀러 알려줘,B-DATE E-DATE O O
3월 5일 베스트셀러 알려줭,B-DATE E-DATE O O
1월 16일 베스트셀러 알려주라,B-DATE E-DATE O O
7월 13일 베스트셀러 궁금해,B-DATE E-DATE O O
1월 10일 베스트셀러 궁금하다,B-DATE E-DATE O O
1월 4일 베스트셀러 뭐야,B-DATE E-DATE O O
8월 22일 베스트셀러 궁금함,B-DATE E-DATE O O
10월 7일 베스트셀러 궁금해,B-DATE E-DATE O O
3월 1일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
6월 12일 베스트셀러 알려주라,B-DATE E-DATE O O
11월 19일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
4월 4일 베스트셀러 알려줘,B-DATE E-DATE O O
1월 3일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
9월 12일 베스트셀러 알려주겠니,B-DATE E-DATE O O
8월 4일 베스트셀러 알아봐줘,B-DATE E-DATE O O
2월 9일 베스트셀러 ㅎㅎㅎㅎ 알 수 있을,B-DATE E-DATE O O O O O
11월 31일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
1월 5일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
6월 18일 베스트셀러 알려줄래,B-DATE E-DATE O O
베스트셀러 뭐야,O O
2월 2일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
2월 18일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
9월 28일 베스트셀러 뭐임,B-DATE E-DATE O O
12월 21일 베스트셀러 말해 줘,B-DATE E-DATE O O O
8월 6일 베스트셀러 알아봐줘,B-DATE E-DATE O O
7월 28일 베스트셀러 궁금함,B-DATE E-DATE O O
5월 2일 베스트셀러 알려주셈,B-DATE E-DATE O O
8월 11일 베스트셀러 뭐냐고,B-DATE E-DATE O O
6월 30일 베스트셀러 부탁 해,B-DATE E-DATE O O O
10월 22일 베스트셀러 알려주세요,B-DATE E-DATE O O
2월 13일 베스트셀러 궁금함,B-DATE E-DATE O O
1월 23일 베스트셀러 뭐야,B-DATE E-DATE O O
11월 20일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
11월 11일 베스트셀러 알려줄래,B-DATE E-DATE O O
11월 6일 베스트셀러 부탁 해,B-DATE E-DATE O O O
9월 15일 베스트셀러 알려주겠니,B-DATE E-DATE O O
5월 8일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
11월 23일 베스트셀러 궁금함,B-DATE E-DATE O O
6월 14일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
8월 7일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
2월 1일 베스트셀러 알려주겠니,B-DATE E-DATE O O
8월 4일 베스트셀러 궁금하다,B-DATE E-DATE O O
7월 10일 베스트셀러 알려줄래,B-DATE E-DATE O O
6월 베스트셀러 알려주겠니,S-DATE O O
10월 16일 베스트셀러 알아봐줘,B-DATE E-DATE O O
2월 8일 베스트셀러 ㅎㅎ 알려줘,B-DATE E-DATE O O O
10월 29일 베스트셀러 부탁 해,B-DATE E-DATE O O O
7월 12일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
11월 31일 베스트셀러 부탁 해,B-DATE E-DATE O O O
5월 9일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
3월 6일 베스트셀러 알려줄래,B-DATE E-DATE O O
4월 16일 베스트셀러 좀,B-DATE E-DATE O O
9월 3일 베스트셀러 뭐야,B-DATE E-DATE O O
5월 베스트셀러 ㅋㅋㅋㅋ 뭐야,S-DATE O O O
10월 31일 베스트셀러 알려줭,B-DATE E-DATE O O
8월 26일 베스트셀러 알려주라,B-DATE E-DATE O O
3월 24일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
4월 4일 베스트셀러 알려주세요,B-DATE E-DATE O O
7월 8일 베스트셀러 궁금하다,B-DATE E-DATE O O
6월 4일 베스트셀러 알려주셈,B-DATE E-DATE O O
1월 7일 베스트셀러 뭐냐고,B-DATE E-DATE O O
2월 14일 베스트셀러 알려줭,B-DATE E-DATE O O
2월 27일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
4월 30일 베스트셀러 알려주셈,B-DATE E-DATE O O
9월 6일 베스트셀러 궁금하다,B-DATE E-DATE O O
8월 10일 베스트셀러 알려줭,B-DATE E-DATE O O
3월 23일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
7월 11일 베스트셀러 알려주라,B-DATE E-DATE O O
6월 28일 베스트셀러 알려주셈,B-DATE E-DATE O O
5월 14일 베스트셀러 알려줄래,B-DATE E-DATE O O
8월 9일 베스트셀러 알려주세요,B-DATE E-DATE O O
1월 31일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
3월 22일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
12월 6일 베스트셀러 ㅎㅎ 알 수 있을까,B-DATE E-DATE O O O O O
5월 22일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
5월 30일 베스트셀러 알려줭,B-DATE E-DATE O O
6월 20일 베스트셀러 뭐냐고,B-DATE E-DATE O O
6월 31일 베스트셀러 알려주겠니,B-DATE E-DATE O O
10월 19일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
4월 21일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
2월 24일 베스트셀러 부탁 해,B-DATE E-DATE O O O
4월 10일 베스트셀러 부탁 합니다,B-DATE E-DATE O O O
3월 31일 베스트셀러 알려줄래,B-DATE E-DATE O O
6월 28일 베스트셀러 좀,B-DATE E-DATE O O
6월 17일 베스트셀러 알려줭,B-DATE E-DATE O O
2월 28일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
4월 23일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
2월 4일 베스트셀러 뭐야,B-DATE E-DATE O O
6월 11일 베스트셀러 말해 줘,B-DATE E-DATE O O O
11월 7일 베스트셀러 알려주셈,B-DATE E-DATE O O
11월 25일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
10월 18일 베스트셀러 뭐임,B-DATE E-DATE O O
1월 25일 베스트셀러 알아봐줘,B-DATE E-DATE O O
5월 12일 베스트셀러 뭐임,B-DATE E-DATE O O
7월 1일 베스트셀러 알려주세요,B-DATE E-DATE O O
11월 5일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
9월 18일 베스트셀러 궁금하다,B-DATE E-DATE O O
4월 6일 베스트셀러 ㅋㅋㅋㅋ 알려주라,B-DATE E-DATE O O O
11월 26일 베스트셀러 궁금하다,B-DATE E-DATE O O
8월 5일 베스트셀러 뭐야,B-DATE E-DATE O O
9월 19일 베스트셀러 부탁 해,B-DATE E-DATE O O O
8월 28일 베스트셀러 알려주셈,B-DATE E-DATE O O
4월 25일 베스트셀러 뭐야,B-DATE E-DATE O O
1월 4일 베스트셀러 알려주셈,B-DATE E-DATE O O
9월 25일 베스트셀러 알아봐줘,B-DATE E-DATE O O
6월 4일 베스트셀러 ㅎㅎ 알려줄 수 있니,B-DATE E-DATE O O O O O
12월 18일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
9월 17일 베스트셀러 알려줭,B-DATE E-DATE O O
2월 1일 베스트셀러 알려주라,B-DATE E-DATE O O
4월 3일 베스트셀러 궁금함,B-DATE E-DATE O O
1월 17일 베스트셀러 부탁 해,B-DATE E-DATE O O O
9월 29일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
12월 13일 베스트셀러 부탁 해,B-DATE E-DATE O O O
2월 10일 베스트셀러 알려줄래,B-DATE E-DATE O O
8월 28일 베스트셀러 알려주세요,B-DATE E-DATE O O
1월 베스트셀러 알려주셈,S-DATE O O
10월 13일 베스트셀러 알려줭,B-DATE E-DATE O O
11월 12일 베스트셀러 말해 줘,B-DATE E-DATE O O O
10월 22일 베스트셀러 말해 줘,B-DATE E-DATE O O O
12월 31일 베스트셀러 부탁 해,B-DATE E-DATE O O O
7월 10일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
7월 20일 베스트셀러 알려줭,B-DATE E-DATE O O
3월 7일 베스트셀러 좀,B-DATE E-DATE O O
9월 26일 베스트셀러 알려주라,B-DATE E-DATE O O
7월 31일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
10월 20일 베스트셀러 알려줄래,B-DATE E-DATE O O
10월 31일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
11월 28일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
12월 8일 베스트셀러 알려줄래 ㅎㅎㅎㅎ,B-DATE E-DATE O O O
9월 28일 베스트셀러 알아봐줘,B-DATE E-DATE O O
6월 23일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
8월 7일 베스트셀러 알려줄래,B-DATE E-DATE O O
6월 29일 베스트셀러 궁금함,B-DATE E-DATE O O
3월 9일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
1월 14일 베스트셀러 뭐야,B-DATE E-DATE O O
9월 26일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
6월 11일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
9월 29일 베스트셀러 궁금함,B-DATE E-DATE O O
10월 21일 베스트셀러 말해 줘,B-DATE E-DATE O O O
8월 1일 베스트셀러 알려줭,B-DATE E-DATE O O
12월 27일 베스트셀러 알아봐줘,B-DATE E-DATE O O
6월 26일 베스트셀러 좀,B-DATE E-DATE O O
2월 23일 베스트셀러 알려주세요,B-DATE E-DATE O O
4월 11일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
12월 베스트셀러 알아봐줘,S-DATE O O
2월 19일 베스트셀러 알려줭,B-DATE E-DATE O O
11월 10일 베스트셀러 알려주라,B-DATE E-DATE O O
12월 16일 베스트셀러 좀,B-DATE E-DATE O O
6월 19일 베스트셀러 뭐냐고,B-DATE E-DATE O O
12월 26일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
3월 17일 베스트셀러 뭐임,B-DATE E-DATE O O
1월 21일 베스트셀러 뭐냐고,B-DATE E-DATE O O
1월 24일 베스트셀러 궁금하다,B-DATE E-DATE O O
11월 2일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
6월 14일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
책 읽고 싶어,O O O
4월 8일 베스트셀러 뭐임,B-DATE E-DATE O O
4월 23일 베스트셀러 알려주겠니,B-DATE E-DATE O O
12월 23일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
12월 2일 베스트셀러 알려주셈,B-DATE E-DATE O O
4월 12일 베스트셀러 궁금함,B-DATE E-DATE O O
9월 23일 베스트셀러 알려주라,B-DATE E-DATE O O
1월 23일 베스트셀러 알려주십쇼,B-DATE E-DATE O O
1월 22일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
4월 30일 베스트셀러 궁금함,B-DATE E-DATE O O
7월 베스트셀러 알려줄래,S-DATE O O
4월 25일 베스트셀러 알려주라,B-DATE E-DATE O O
5월 31일 베스트셀러 뭐임,B-DATE E-DATE O O
3월 27일 베스트셀러 알려줄 수 있니,B-DATE E-DATE O O O O
8월 22일 베스트셀러 알려줭,B-DATE E-DATE O O
7월 4일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
11월 13일 베스트셀러 뭐임,B-DATE E-DATE O O
4월 3일 베스트셀러 뭐임 ㅎㅎㅎㅎ,B-DATE E-DATE O O O
10월 26일 베스트셀러 알려주셈,B-DATE E-DATE O O
10월 18일 베스트셀러 말해 줘봐,B-DATE E-DATE O O O
8월 25일 베스트셀러 ㅋㅋ 뭐야,B-DATE E-DATE O O O
4월 22일 베스트셀러 말해 줘주세요,B-DATE E-DATE O O O
7월 12일 베스트셀러 뭐야,B-DATE E-DATE O O
12월 23일 베스트셀러 알려주세요,B-DATE E-DATE O O
2월 2일 베스트셀러 궁금하다,B-DATE E-DATE O O
10월 19일 베스트셀러 알려주겠니,B-DATE E-DATE O O
4월 14일 베스트셀러 알 수 있을까,B-DATE E-DATE O O O O
3월 12일 베스트셀러 알려주세요,B-DATE E-DATE O O
4월 16일 베스트셀러 궁금하다,B-DATE E-DATE O O
2월 18일 베스트셀러 알려주라,B-DATE E-DATE O O
2월 7일 베스트셀러 알아봐줘,B-DATE E-DATE O O
6월 17일 베스트셀러 말해 줄 수 있니,B-DATE E-DATE O O O O O
6월 5일 베스트셀러 궁금함,B-DATE E-DATE O O
7월 2일 베스트셀러 알려주라,B-DATE E-DATE O O
이번 달 베스트셀러 말해 줘,B-DATE E-DATE O O O
